id;escola;coordenadoria_id;turno;escola_id;serie;turno_id
;;;Noturno;533;;
;;;Integral;534;;
;;;Matutino;535;;
;;;Vespertino;535;;
;;;Noturno;535;;
;;;Integral;536;;
;;;Matutino;537;;
;;;Vespertino;537;;
;;;Noturno;537;;
;;;Matutino;538;;
;;;Vespertino;538;;
;;;Noturno;538;;
;;;Matutino;539;;
;;;Vespertino;539;;
;;;Noturno;539;;
;;;Matutino;540;;
;;;Vespertino;540;;
;;;Noturno;540;;
;;;Integral;541;;
;;;Matutino;542;;
;;;Vespertino;542;;
;;;Noturno;542;;
;;;Matutino;543;;
;;;Vespertino;543;;
;;;Noturno;543;;
;;;Matutino;544;;
;;;Vespertino;544;;
;;;Noturno;544;;
;;;Matutino;545;;
;;;Vespertino;545;;
;;;Noturno;545;;
;;;Matutino;546;;
;;;Vespertino;546;;
;;;Noturno;546;;
;;;Matutino;547;;
;;;Vespertino;547;;
;;;Noturno;547;;
;;;Matutino;548;;
;;;Vespertino;548;;
;;;Noturno;548;;
;;;Matutino;549;;
;;;Vespertino;549;;
;;;Noturno;549;;
;;;Matutino;550;;
;;;Vespertino;550;;
;;;Noturno;550;;
;;;Matutino;551;;
;;;Vespertino;551;;
;;;Noturno;551;;
;;;Matutino;552;;
;;;Vespertino;552;;
;;;Noturno;552;;
;;;Matutino;553;;
;;;Vespertino;553;;
;;;Noturno;553;;
;;;Matutino;554;;
;;;Vespertino;554;;
;;;Noturno;554;;
;;;Matutino;555;;
;;;Vespertino;555;;
;;;Noturno;555;;
;;;Matutino;556;;
;;;Vespertino;556;;
;;;Noturno;556;;
;;;Matutino;557;;
;;;Vespertino;557;;
;;;Noturno;557;;
;;;Matutino;558;;
;;;Vespertino;558;;
;;;Noturno;558;;
;;;Matutino;559;;
;;;Vespertino;559;;
;;;Noturno;559;;
;;;Matutino;560;;
;;;Vespertino;560;;
;;;Noturno;560;;
;;;Integral;561;;
;;;Integral;562;;
;;;Matutino;563;;
;;;Vespertino;563;;
;;;Noturno;563;;
;;;Matutino;564;;
;;;Vespertino;564;;
;;;Noturno;564;;
;;;Matutino;565;;
;;;Vespertino;565;;
;;;Noturno;565;;
;;;Matutino;566;;
;;;Vespertino;566;;
;;;Noturno;566;;
;;;Matutino;567;;
;;;Vespertino;567;;
;;;Noturno;567;;
;;;Matutino;568;;
;;;Vespertino;568;;
;;;Noturno;568;;
;;;Matutino;569;;
;;;Vespertino;569;;
;;;Noturno;569;;
;;;Integral;570;;
;;;Matutino;571;;
;;;Vespertino;571;;
;;;Noturno;571;;
;;;Integral;572;;
;;;Matutino;573;;
;;;Vespertino;573;;
;;;Noturno;573;;
;;;Matutino;574;;
;;;Vespertino;574;;
;;;Noturno;574;;
;;;Matutino;575;;
;;;Vespertino;575;;
;;;Noturno;575;;
;;;Matutino;576;;
;;;Vespertino;576;;
;;;Noturno;576;;
;;;Matutino;577;;
;;;Vespertino;577;;
;;;Noturno;577;;
;;;Matutino;578;;
;;;Vespertino;578;;
;;;Noturno;578;;
;;;Matutino;579;;
;;;Vespertino;579;;
;;;Noturno;579;;
;;;Matutino;580;;
;;;Vespertino;580;;
;;;Noturno;580;;
;;;Matutino;581;;
;;;Vespertino;581;;
;;;Noturno;581;;
;;;Matutino;582;;
;;;Vespertino;582;;
;;;Noturno;582;;
;;;Matutino;583;;
;;;Vespertino;583;;
;;;Noturno;583;;
;;;Matutino;584;;
;;;Vespertino;584;;
;;;Noturno;584;;
;;;Integral;585;;
;;;Matutino;586;;
;;;Vespertino;586;;
;;;Noturno;586;;
;;;Matutino;587;;
;;;Vespertino;587;;
;;;Noturno;587;;
;;;Matutino;588;;
;;;Vespertino;588;;
;;;Noturno;588;;
;;;Matutino;589;;
;;;Vespertino;589;;
;;;Noturno;589;;
;;;Matutino;590;;
;;;Vespertino;590;;
;;;Noturno;590;;
;;;Matutino;591;;
;;;Vespertino;591;;
;;;Noturno;591;;
;;;Matutino;592;;
;;;Vespertino;592;;
;;;Noturno;592;;
;;;Matutino;593;;
;;;Vespertino;593;;
;;;Noturno;593;;
;;;Matutino;594;;
;;;Vespertino;594;;
;;;Noturno;594;;
;;;Matutino;595;;
;;;Vespertino;595;;
;;;Noturno;595;;
;;;Matutino;596;;
;;;Vespertino;596;;
;;;Noturno;596;;
;;;Matutino;597;;
;;;Vespertino;597;;
;;;Noturno;597;;
;;;Matutino;596;;
;;;Vespertino;596;;
;;;Noturno;596;;
;;;Matutino;597;;
;;;Vespertino;597;;
;;;Noturno;597;;
;;;Matutino;598;;
;;;Vespertino;598;;
;;;Noturno;598;;
;;;Matutino;599;;
;;;Vespertino;599;;
;;;Noturno;599;;
;;;Matutino;600;;
;;;Vespertino;600;;
;;;Noturno;600;;
;;;Matutino;601;;
;;;Vespertino;601;;
;;;Noturno;601;;
;;;Matutino;602;;
;;;Vespertino;602;;
;;;Noturno;602;;
;;;Matutino;603;;
;;;Vespertino;603;;
;;;Noturno;603;;
;;;Matutino;604;;
;;;Vespertino;604;;
;;;Noturno;604;;
;;;Integral;605;;
;;;Matutino;606;;
;;;Vespertino;606;;
;;;Noturno;606;;
;;;Matutino;607;;
;;;Vespertino;607;;
;;;Noturno;607;;
;;;Matutino;608;;
;;;Vespertino;608;;
;;;Noturno;608;;
;;;Matutino;609;;
;;;Vespertino;609;;
;;;Noturno;609;;
;;;Matutino;610;;
;;;Vespertino;610;;
;;;Noturno;610;;
;;;Integral;611;;
;;;Matutino;612;;
;;;Vespertino;612;;
;;;Noturno;612;;
;;;Integral;613;;
;;;Matutino;614;;
;;;Vespertino;614;;
;;;Noturno;614;;
;;;Matutino;615;;
;;;Vespertino;615;;
;;;Noturno;615;;
;;;Matutino;616;;
;;;Vespertino;616;;
;;;Noturno;616;;
;;;Matutino;617;;
;;;Vespertino;617;;
;;;Noturno;617;;
